commodity_code,region_code,price_month,price_value,currency_code,unit,source_system,source_url,source_record_id
CEREALS,GLOBAL,2020-01-01,100.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-01_1663
CEREALS,GLOBAL,2020-02-01,99.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-02_1664
CEREALS,GLOBAL,2020-03-01,98.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-03_1665
CEREALS,GLOBAL,2020-04-01,99.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-04_1666
CEREALS,GLOBAL,2020-05-01,98.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-05_1667
CEREALS,GLOBAL,2020-06-01,97.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-06_1668
CEREALS,GLOBAL,2020-07-01,97.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-07_1669
CEREALS,GLOBAL,2020-08-01,99.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-08_1670
CEREALS,GLOBAL,2020-09-01,104.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-09_1671
CEREALS,GLOBAL,2020-10-01,112.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-10_1672
CEREALS,GLOBAL,2020-11-01,114.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-11_1673
CEREALS,GLOBAL,2020-12-01,116.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2020-12_1674
CEREALS,GLOBAL,2021-01-01,125.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-01_1675
CEREALS,GLOBAL,2021-02-01,126.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-02_1676
CEREALS,GLOBAL,2021-03-01,123.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-03_1677
CEREALS,GLOBAL,2021-04-01,126.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-04_1678
CEREALS,GLOBAL,2021-05-01,133.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-05_1679
CEREALS,GLOBAL,2021-06-01,130.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-06_1680
CEREALS,GLOBAL,2021-07-01,126.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-07_1681
CEREALS,GLOBAL,2021-08-01,130.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-08_1682
CEREALS,GLOBAL,2021-09-01,132.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-09_1683
CEREALS,GLOBAL,2021-10-01,137.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-10_1684
CEREALS,GLOBAL,2021-11-01,141.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-11_1685
CEREALS,GLOBAL,2021-12-01,140.5,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2021-12_1686
CEREALS,GLOBAL,2022-01-01,140.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-01_1687
CEREALS,GLOBAL,2022-02-01,145.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-02_1688
CEREALS,GLOBAL,2022-03-01,170.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-03_1689
CEREALS,GLOBAL,2022-04-01,169.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-04_1690
CEREALS,GLOBAL,2022-05-01,173.5,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-05_1691
CEREALS,GLOBAL,2022-06-01,166.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-06_1692
CEREALS,GLOBAL,2022-07-01,147.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-07_1693
CEREALS,GLOBAL,2022-08-01,145.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-08_1694
CEREALS,GLOBAL,2022-09-01,147.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-09_1695
CEREALS,GLOBAL,2022-10-01,152.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-10_1696
CEREALS,GLOBAL,2022-11-01,150.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-11_1697
CEREALS,GLOBAL,2022-12-01,147.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2022-12_1698
CEREALS,GLOBAL,2023-01-01,147.5,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-01_1699
CEREALS,GLOBAL,2023-02-01,146.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-02_1700
CEREALS,GLOBAL,2023-03-01,138.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-03_1701
CEREALS,GLOBAL,2023-04-01,136.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-04_1702
CEREALS,GLOBAL,2023-05-01,129.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-05_1703
CEREALS,GLOBAL,2023-06-01,126.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-06_1704
CEREALS,GLOBAL,2023-07-01,125.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-07_1705
CEREALS,GLOBAL,2023-08-01,125.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-08_1706
CEREALS,GLOBAL,2023-09-01,126.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-09_1707
CEREALS,GLOBAL,2023-10-01,124.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-10_1708
CEREALS,GLOBAL,2023-11-01,121.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-11_1709
CEREALS,GLOBAL,2023-12-01,122.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2023-12_1710
CEREALS,GLOBAL,2024-01-01,119.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-01_1711
CEREALS,GLOBAL,2024-02-01,113.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-02_1712
CEREALS,GLOBAL,2024-03-01,110.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-03_1713
CEREALS,GLOBAL,2024-04-01,111.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-04_1714
CEREALS,GLOBAL,2024-05-01,118.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-05_1715
CEREALS,GLOBAL,2024-06-01,115.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-06_1716
CEREALS,GLOBAL,2024-07-01,110.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-07_1717
CEREALS,GLOBAL,2024-08-01,110.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-08_1718
CEREALS,GLOBAL,2024-09-01,113.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-09_1719
CEREALS,GLOBAL,2024-10-01,114.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-10_1720
CEREALS,GLOBAL,2024-11-01,111.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-11_1721
CEREALS,GLOBAL,2024-12-01,111.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2024-12_1722
CEREALS,GLOBAL,2025-01-01,111.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-01_1723
CEREALS,GLOBAL,2025-02-01,112.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-02_1724
CEREALS,GLOBAL,2025-03-01,109.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-03_1725
CEREALS,GLOBAL,2025-04-01,110.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-04_1726
CEREALS,GLOBAL,2025-05-01,109.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-05_1727
CEREALS,GLOBAL,2025-06-01,107.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-06_1728
CEREALS,GLOBAL,2025-07-01,106.5,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-07_1729
CEREALS,GLOBAL,2025-08-01,105.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-08_1730
CEREALS,GLOBAL,2025-09-01,104.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-09_1731
CEREALS,GLOBAL,2025-10-01,103.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-10_1732
CEREALS,GLOBAL,2025-11-01,105.5,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-11_1733
CEREALS,GLOBAL,2025-12-01,107.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2025-12_1734
CEREALS,GLOBAL,2026-01-01,107.5,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2026-01_1735
CEREALS,GLOBAL,2026-02-01,108.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,CEREALS_2026-02_1736
DAIRY,GLOBAL,1990-01-01,53.5,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-01_869
DAIRY,GLOBAL,1990-02-01,52.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-02_870
DAIRY,GLOBAL,1990-03-01,41.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-03_871
DAIRY,GLOBAL,1990-04-01,48.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-04_872
DAIRY,GLOBAL,1990-05-01,39.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-05_873
DAIRY,GLOBAL,1990-06-01,39.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-06_874
DAIRY,GLOBAL,1990-07-01,39.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-07_875
DAIRY,GLOBAL,1990-08-01,36.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-08_876
DAIRY,GLOBAL,1990-09-01,38.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-09_877
DAIRY,GLOBAL,1990-10-01,38.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-10_878
DAIRY,GLOBAL,1990-11-01,39.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-11_879
DAIRY,GLOBAL,1990-12-01,45.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1990-12_880
DAIRY,GLOBAL,1991-01-01,46.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-01_881
DAIRY,GLOBAL,1991-02-01,46.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-02_882
DAIRY,GLOBAL,1991-03-01,45.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-03_883
DAIRY,GLOBAL,1991-04-01,42.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-04_884
DAIRY,GLOBAL,1991-05-01,42.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-05_885
DAIRY,GLOBAL,1991-06-01,43.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-06_886
DAIRY,GLOBAL,1991-07-01,40.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-07_887
DAIRY,GLOBAL,1991-08-01,41.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-08_888
DAIRY,GLOBAL,1991-09-01,45.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-09_889
DAIRY,GLOBAL,1991-10-01,48.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-10_890
DAIRY,GLOBAL,1991-11-01,50.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-11_891
DAIRY,GLOBAL,1991-12-01,50.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1991-12_892
DAIRY,GLOBAL,1992-01-01,52.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-01_893
DAIRY,GLOBAL,1992-02-01,52.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-02_894
DAIRY,GLOBAL,1992-03-01,52.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-03_895
DAIRY,GLOBAL,1992-04-01,52.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-04_896
DAIRY,GLOBAL,1992-05-01,54.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-05_897
DAIRY,GLOBAL,1992-06-01,57.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-06_898
DAIRY,GLOBAL,1992-07-01,58.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-07_899
DAIRY,GLOBAL,1992-08-01,56.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-08_900
DAIRY,GLOBAL,1992-09-01,58.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-09_901
DAIRY,GLOBAL,1992-10-01,54.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-10_902
DAIRY,GLOBAL,1992-11-01,53.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-11_903
DAIRY,GLOBAL,1992-12-01,53.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1992-12_904
DAIRY,GLOBAL,1993-01-01,53.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-01_905
DAIRY,GLOBAL,1993-02-01,54.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-02_906
DAIRY,GLOBAL,1993-03-01,53.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-03_907
DAIRY,GLOBAL,1993-04-01,52.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-04_908
DAIRY,GLOBAL,1993-05-01,51.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-05_909
DAIRY,GLOBAL,1993-06-01,51.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-06_910
DAIRY,GLOBAL,1993-07-01,49.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-07_911
DAIRY,GLOBAL,1993-08-01,48.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-08_912
DAIRY,GLOBAL,1993-09-01,45.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-09_913
DAIRY,GLOBAL,1993-10-01,41.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-10_914
DAIRY,GLOBAL,1993-11-01,41.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-11_915
DAIRY,GLOBAL,1993-12-01,41.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1993-12_916
DAIRY,GLOBAL,1994-01-01,45.5,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-01_917
DAIRY,GLOBAL,1994-02-01,45.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-02_918
DAIRY,GLOBAL,1994-03-01,46.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-03_919
DAIRY,GLOBAL,1994-04-01,42.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-04_920
DAIRY,GLOBAL,1994-05-01,42.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-05_921
DAIRY,GLOBAL,1994-06-01,45.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-06_922
DAIRY,GLOBAL,1994-07-01,45.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-07_923
DAIRY,GLOBAL,1994-08-01,46.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-08_924
DAIRY,GLOBAL,1994-09-01,49.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-09_925
DAIRY,GLOBAL,1994-10-01,52.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-10_926
DAIRY,GLOBAL,1994-11-01,53.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-11_927
DAIRY,GLOBAL,1994-12-01,55.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1994-12_928
DAIRY,GLOBAL,1995-01-01,58.9,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-01_929
DAIRY,GLOBAL,1995-02-01,61.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-02_930
DAIRY,GLOBAL,1995-03-01,61.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-03_931
DAIRY,GLOBAL,1995-04-01,61.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-04_932
DAIRY,GLOBAL,1995-05-01,61.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-05_933
DAIRY,GLOBAL,1995-06-01,61.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-06_934
DAIRY,GLOBAL,1995-07-01,64.6,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-07_935
DAIRY,GLOBAL,1995-08-01,64.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-08_936
DAIRY,GLOBAL,1995-09-01,64.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-09_937
DAIRY,GLOBAL,1995-10-01,64.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-10_938
DAIRY,GLOBAL,1995-11-01,64.8,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-11_939
DAIRY,GLOBAL,1995-12-01,64.4,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1995-12_940
DAIRY,GLOBAL,1996-01-01,64.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-01_941
DAIRY,GLOBAL,1996-02-01,64.2,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-02_942
DAIRY,GLOBAL,1996-03-01,63.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-03_943
DAIRY,GLOBAL,1996-04-01,62.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-04_944
DAIRY,GLOBAL,1996-05-01,61.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-05_945
DAIRY,GLOBAL,1996-06-01,61.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-06_946
DAIRY,GLOBAL,1996-07-01,61.3,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-07_947
DAIRY,GLOBAL,1996-08-01,60.7,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-08_948
DAIRY,GLOBAL,1996-09-01,60.1,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-09_949
DAIRY,GLOBAL,1996-10-01,61.0,INDEX_POINTS,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,DAIRY_1996-10_950
