commodity_name,symbol,price_text,currency,ref_period,unit,source_name,source_url,collected_at,record_id
MEAT,,104.7,INDEX_POINTS,2013-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2013-07_717
MEAT,,105.5,INDEX_POINTS,2013-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2013-08_718
MEAT,,106.0,INDEX_POINTS,2013-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2013-09_719
MEAT,,106.3,INDEX_POINTS,2013-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2013-10_720
MEAT,,105.4,INDEX_POINTS,2013-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2013-11_721
MEAT,,104.7,INDEX_POINTS,2013-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2013-12_722
MEAT,,103.2,INDEX_POINTS,2014-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-01_723
MEAT,,104.1,INDEX_POINTS,2014-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-02_724
MEAT,,106.3,INDEX_POINTS,2014-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-03_725
MEAT,,109.7,INDEX_POINTS,2014-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-04_726
MEAT,,111.7,INDEX_POINTS,2014-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-05_727
MEAT,,116.0,INDEX_POINTS,2014-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-06_728
MEAT,,117.4,INDEX_POINTS,2014-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-07_729
MEAT,,118.5,INDEX_POINTS,2014-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-08_730
MEAT,,117.5,INDEX_POINTS,2014-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-09_731
MEAT,,117.1,INDEX_POINTS,2014-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-10_732
MEAT,,114.8,INDEX_POINTS,2014-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-11_733
MEAT,,108.9,INDEX_POINTS,2014-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2014-12_734
MEAT,,104.6,INDEX_POINTS,2015-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-01_735
MEAT,,101.3,INDEX_POINTS,2015-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-02_736
MEAT,,97.1,INDEX_POINTS,2015-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-03_737
MEAT,,97.4,INDEX_POINTS,2015-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-04_738
MEAT,,99.6,INDEX_POINTS,2015-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-05_739
MEAT,,98.7,INDEX_POINTS,2015-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-06_740
MEAT,,99.0,INDEX_POINTS,2015-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-07_741
MEAT,,99.0,INDEX_POINTS,2015-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-08_742
MEAT,,96.7,INDEX_POINTS,2015-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-09_743
MEAT,,92.1,INDEX_POINTS,2015-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-10_744
MEAT,,89.2,INDEX_POINTS,2015-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-11_745
MEAT,,86.8,INDEX_POINTS,2015-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2015-12_746
MEAT,,84.4,INDEX_POINTS,2016-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-01_747
MEAT,,86.0,INDEX_POINTS,2016-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-02_748
MEAT,,86.1,INDEX_POINTS,2016-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-03_749
MEAT,,87.7,INDEX_POINTS,2016-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-04_750
MEAT,,90.2,INDEX_POINTS,2016-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-05_751
MEAT,,94.1,INDEX_POINTS,2016-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-06_752
MEAT,,95.3,INDEX_POINTS,2016-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-07_753
MEAT,,96.4,INDEX_POINTS,2016-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-08_754
MEAT,,94.9,INDEX_POINTS,2016-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-09_755
MEAT,,93.0,INDEX_POINTS,2016-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-10_756
MEAT,,93.9,INDEX_POINTS,2016-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-11_757
MEAT,,91.2,INDEX_POINTS,2016-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2016-12_758
MEAT,,92.2,INDEX_POINTS,2017-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-01_759
MEAT,,94.0,INDEX_POINTS,2017-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-02_760
MEAT,,95.4,INDEX_POINTS,2017-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-03_761
MEAT,,97.3,INDEX_POINTS,2017-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-04_762
MEAT,,99.3,INDEX_POINTS,2017-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-05_763
MEAT,,100.1,INDEX_POINTS,2017-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-06_764
MEAT,,100.6,INDEX_POINTS,2017-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-07_765
MEAT,,100.0,INDEX_POINTS,2017-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-08_766
MEAT,,98.6,INDEX_POINTS,2017-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-09_767
MEAT,,98.2,INDEX_POINTS,2017-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-10_768
MEAT,,98.0,INDEX_POINTS,2017-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-11_769
MEAT,,96.0,INDEX_POINTS,2017-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2017-12_770
MEAT,,95.3,INDEX_POINTS,2018-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-01_771
MEAT,,96.6,INDEX_POINTS,2018-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-02_772
MEAT,,96.6,INDEX_POINTS,2018-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-03_773
MEAT,,95.4,INDEX_POINTS,2018-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-04_774
MEAT,,94.9,INDEX_POINTS,2018-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-05_775
MEAT,,94.7,INDEX_POINTS,2018-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-06_776
MEAT,,94.3,INDEX_POINTS,2018-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-07_777
MEAT,,95.4,INDEX_POINTS,2018-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-08_778
MEAT,,93.4,INDEX_POINTS,2018-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-09_779
MEAT,,91.9,INDEX_POINTS,2018-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-10_780
MEAT,,92.1,INDEX_POINTS,2018-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-11_781
MEAT,,92.3,INDEX_POINTS,2018-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2018-12_782
MEAT,,91.6,INDEX_POINTS,2019-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-01_783
MEAT,,92.5,INDEX_POINTS,2019-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-02_784
MEAT,,94.0,INDEX_POINTS,2019-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-03_785
MEAT,,97.3,INDEX_POINTS,2019-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-04_786
MEAT,,100.2,INDEX_POINTS,2019-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-05_787
MEAT,,101.2,INDEX_POINTS,2019-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-06_788
MEAT,,102.3,INDEX_POINTS,2019-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-07_789
MEAT,,101.6,INDEX_POINTS,2019-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-08_790
MEAT,,100.6,INDEX_POINTS,2019-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-09_791
MEAT,,100.9,INDEX_POINTS,2019-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-10_792
MEAT,,105.4,INDEX_POINTS,2019-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-11_793
MEAT,,106.0,INDEX_POINTS,2019-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2019-12_794
MEAT,,103.5,INDEX_POINTS,2020-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-01_795
MEAT,,101.0,INDEX_POINTS,2020-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-02_796
MEAT,,99.5,INDEX_POINTS,2020-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-03_797
MEAT,,96.5,INDEX_POINTS,2020-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-04_798
MEAT,,95.4,INDEX_POINTS,2020-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-05_799
MEAT,,94.5,INDEX_POINTS,2020-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-06_800
MEAT,,91.4,INDEX_POINTS,2020-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-07_801
MEAT,,91.4,INDEX_POINTS,2020-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-08_802
MEAT,,91.2,INDEX_POINTS,2020-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-09_803
MEAT,,91.6,INDEX_POINTS,2020-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-10_804
MEAT,,93.1,INDEX_POINTS,2020-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-11_805
MEAT,,94.7,INDEX_POINTS,2020-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2020-12_806
MEAT,,95.9,INDEX_POINTS,2021-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-01_807
MEAT,,97.7,INDEX_POINTS,2021-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-02_808
MEAT,,100.5,INDEX_POINTS,2021-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-03_809
MEAT,,104.4,INDEX_POINTS,2021-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-04_810
MEAT,,108.1,INDEX_POINTS,2021-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-05_811
MEAT,,110.9,INDEX_POINTS,2021-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-06_812
MEAT,,113.3,INDEX_POINTS,2021-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-07_813
MEAT,,113.1,INDEX_POINTS,2021-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-08_814
MEAT,,112.1,INDEX_POINTS,2021-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-09_815
MEAT,,111.6,INDEX_POINTS,2021-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-10_816
MEAT,,112.4,INDEX_POINTS,2021-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-11_817
MEAT,,110.5,INDEX_POINTS,2021-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2021-12_818
MEAT,,111.7,INDEX_POINTS,2022-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-01_819
MEAT,,113.7,INDEX_POINTS,2022-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-02_820
MEAT,,119.3,INDEX_POINTS,2022-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-03_821
MEAT,,121.3,INDEX_POINTS,2022-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-04_822
MEAT,,122.5,INDEX_POINTS,2022-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-05_823
MEAT,,125.4,INDEX_POINTS,2022-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-06_824
MEAT,,123.3,INDEX_POINTS,2022-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-07_825
MEAT,,120.3,INDEX_POINTS,2022-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-08_826
MEAT,,119.9,INDEX_POINTS,2022-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-09_827
MEAT,,116.5,INDEX_POINTS,2022-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-10_828
MEAT,,114.1,INDEX_POINTS,2022-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-11_829
MEAT,,111.9,INDEX_POINTS,2022-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2022-12_830
MEAT,,110.5,INDEX_POINTS,2023-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-01_831
MEAT,,112.1,INDEX_POINTS,2023-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-02_832
MEAT,,114.1,INDEX_POINTS,2023-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-03_833
MEAT,,116.0,INDEX_POINTS,2023-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-04_834
MEAT,,117.4,INDEX_POINTS,2023-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-05_835
MEAT,,118.6,INDEX_POINTS,2023-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-06_836
MEAT,,117.9,INDEX_POINTS,2023-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-07_837
MEAT,,114.5,INDEX_POINTS,2023-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-08_838
MEAT,,113.4,INDEX_POINTS,2023-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-09_839
MEAT,,112.0,INDEX_POINTS,2023-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-10_840
MEAT,,111.6,INDEX_POINTS,2023-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-11_841
MEAT,,111.2,INDEX_POINTS,2023-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2023-12_842
MEAT,,108.9,INDEX_POINTS,2024-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-01_843
MEAT,,112.5,INDEX_POINTS,2024-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-02_844
MEAT,,114.9,INDEX_POINTS,2024-03,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-03_845
MEAT,,116.6,INDEX_POINTS,2024-04,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-04_846
MEAT,,116.7,INDEX_POINTS,2024-05,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-05_847
MEAT,,118.1,INDEX_POINTS,2024-06,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-06_848
MEAT,,120.0,INDEX_POINTS,2024-07,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-07_849
MEAT,,122.0,INDEX_POINTS,2024-08,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-08_850
MEAT,,119.9,INDEX_POINTS,2024-09,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-09_851
MEAT,,119.2,INDEX_POINTS,2024-10,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-10_852
MEAT,,118.7,INDEX_POINTS,2024-11,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-11_853
MEAT,,119.6,INDEX_POINTS,2024-12,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2024-12_854
MEAT,,116.6,INDEX_POINTS,2025-01,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2025-01_855
MEAT,,116.9,INDEX_POINTS,2025-02,index_points,fao_food_price_index,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,2026-03-28T00:41:15.922306+00:00,MEAT_2025-02_856
